contrast,lower_population,higher_population,metric,common_seed_count,common_seeds,mean_difference,ci_low,ci_high,analysis_status,analysis_watermark
n6_minus_n3,3,6,alive_agent_turns,3,"13100,13101,13102",615.6666666666666,592.0,658.0,complete,
n6_minus_n3,3,6,actionable_agent_turns,3,"13100,13101,13102",567.6666666666666,430.0,724.0,complete,
n6_minus_n3,3,6,alive_turn_fraction,3,"13100,13101,13102",0.015811518324607365,-0.004166666666666652,0.054101221640488695,complete,
n6_minus_n3,3,6,actionable_turn_fraction,3,"13100,13101,13102",0.03162885398487495,-0.10249999999999992,0.22499999999999998,complete,
n6_minus_n3,3,6,requested_environment_steps,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n6_minus_n3,3,6,step_completion_fraction,3,"13100,13101,13102",0.015000000000000013,0.0,0.04500000000000004,complete,
n6_minus_n3,3,6,intentional_actionable_noops,3,"13100,13101,13102",27.666666666666668,12.0,54.0,complete,
n6_minus_n3,3,6,parse_fallback_noops,3,"13100,13101,13102",10.333333333333334,4.0,19.0,complete,
n6_minus_n3,3,6,active_action_validation_fallback_noops,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n6_minus_n3,3,6,active_residual_effective_noops,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n6_minus_n3,3,6,inactive_billed_turns,3,"13100,13101,13102",41.333333333333336,-124.0,170.0,complete,
n6_minus_n3,3,6,inactive_effective_noops,3,"13100,13101,13102",41.333333333333336,-124.0,170.0,complete,
n6_minus_n3,3,6,canonical_submitted_noops,3,"13100,13101,13102",79.33333333333333,-93.0,195.0,complete,
n6_minus_n3,3,6,effective_environment_noops,3,"13100,13101,13102",79.33333333333333,-93.0,195.0,complete,
n6_minus_n3,3,6,executed_noops,3,"13100,13101,13102",79.33333333333333,-93.0,195.0,complete,
n6_minus_n3,3,6,input_tokens,3,"13100,13101,13102",4800361.333333333,3876766.0,6050642.0,complete,
n6_minus_n3,3,6,cached_input_tokens,3,"13100,13101,13102",1085354.6666666667,1073408.0,1109248.0,complete,
n6_minus_n3,3,6,uncached_input_tokens,3,"13100,13101,13102",3715006.6666666665,2803358.0,4977234.0,complete,
n6_minus_n3,3,6,input_cache_fraction,3,"13100,13101,13102",-0.035929347369467075,-0.06666137259357849,-0.00428724802161351,complete,
n6_minus_n3,3,6,output_tokens,3,"13100,13101,13102",448678.6666666667,333744.0,560098.0,complete,
n6_minus_n3,3,6,reasoning_tokens,3,"13100,13101,13102",367591.3333333333,265707.0,471027.0,complete,
n6_minus_n3,3,6,total_tokens,3,"13100,13101,13102",5249040.0,4210510.0,6502836.0,complete,
n6_minus_n3,3,6,model_call_count,3,"13100,13101,13102",609.0,600.0,627.0,complete,
n6_minus_n3,3,6,provider_request_count,3,"13100,13101,13102",609.0,600.0,627.0,complete,
n6_minus_n3,3,6,recovered_transport_retry_count,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n6_minus_n3,3,6,transport_error_count,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n6_minus_n3,3,6,summed_model_latency_seconds,3,"13100,13101,13102",4154.85284452736,3289.5028581269435,4837.7663314159145,complete,
n6_minus_n3,3,6,input_tokens_per_submitted_turn,3,"13100,13101,13102",968.4346015125075,162.72833333333347,1973.0758333333333,complete,
n6_minus_n3,3,6,input_tokens_per_actionable_turn,3,"13100,13101,13102",741.1334582863152,150.58552164124922,1041.153577166784,complete,
n6_minus_n3,3,6,total_tokens_per_submitted_turn,3,"13100,13101,13102",1049.6415052356022,158.71499999999924,2060.360833333334,complete,
n6_minus_n3,3,6,total_tokens_per_actionable_turn,3,"13100,13101,13102",801.9907647823251,64.08938468097222,1238.5150410716897,complete,
n6_minus_n3,3,6,delivered_bytes,3,"13100,13101,13102",354867.3333333333,240306.0,444798.0,complete,
n6_minus_n3,3,6,delivered_bytes_per_submitted_turn,3,"13100,13101,13102",238.29394706224548,139.61833333333334,307.4251745200698,complete,
n6_minus_n3,3,6,delivered_bytes_per_actionable_turn,3,"13100,13101,13102",258.5599750172119,186.9037617802829,345.2635195759983,complete,
n6_minus_n3,3,6,episode_wall_seconds,3,"13100,13101,13102",1224.5963783916668,875.0116603950155,1450.296469173918,complete,
n6_minus_n3,3,6,mean_tick_wall_seconds,3,"13100,13101,13102",5.986367311279998,4.374796539783128,6.873941203703435,complete,
n6_minus_n4,4,6,paper_base_percent,3,"13100,13101,13102",-0.4608293374379476,-7.373271510004997,5.52995428442955,complete,
n6_minus_n4,4,6,paper_coord_percent,3,"13100,13101,13102",-6.079664205511411,-10.062892735004425,-1.8867917358875275,complete,
n6_minus_n4,4,6,paper_total_percent,3,"13100,13101,13102",-2.8368791565299034,-8.51063821464777,0.5319155752658844,complete,
n6_minus_n4,4,6,episode_return,3,"13100,13101,13102",-8.491666665921608,-21.333333330849808,2.2166666698952504,complete,
n6_minus_n4,4,6,team_unique_base_achievements,3,"13100,13101,13102",-2.3333333333333335,-8.0,1.0,complete,
n6_minus_n4,4,6,team_unique_coord_achievements,3,"13100,13101,13102",-2.0,-3.0,-1.0,complete,
n6_minus_n4,4,6,team_unique_total_achievements,3,"13100,13101,13102",-4.333333333333333,-10.0,0.0,complete,
n6_minus_n4,4,6,summed_agent_base_achievements,3,"13100,13101,13102",3.3333333333333335,-16.0,21.0,complete,
n6_minus_n4,4,6,summed_agent_coord_achievements,3,"13100,13101,13102",-3.3333333333333335,-8.0,4.0,complete,
n6_minus_n4,4,6,summed_agent_total_achievements,3,"13100,13101,13102",0.0,-22.0,25.0,complete,
n6_minus_n4,4,6,coordination_attempts,3,"13100,13101,13102",22.666666666666668,15.0,31.0,complete,
n6_minus_n4,4,6,coordination_resolved_attempts,3,"13100,13101,13102",23.0,15.0,31.0,complete,
n6_minus_n4,4,6,coordination_successes,3,"13100,13101,13102",-0.6666666666666666,-3.0,3.0,complete,
n6_minus_n4,4,6,give_attempts,3,"13100,13101,13102",2.3333333333333335,-8.0,8.0,complete,
n6_minus_n4,4,6,successful_transfers,3,"13100,13101,13102",2.3333333333333335,-8.0,8.0,complete,
n6_minus_n4,4,6,requests,3,"13100,13101,13102",3.0,-8.0,17.0,complete,
n6_minus_n4,4,6,revives,3,"13100,13101,13102",-0.6666666666666666,-4.0,2.0,complete,
n6_minus_n4,4,6,deaths,3,"13100,13101,13102",0.3333333333333333,-1.0,1.0,complete,
n6_minus_n4,4,6,action_parse_rate,3,"13100,13101,13102",0.0010680103180096638,-0.005902076604035966,0.005137728989724533,complete,
n6_minus_n4,4,6,action_parse_success,3,"13100,13101,13102",324.0,210.0,446.0,complete,
n6_minus_n4,4,6,action_parse_fail,3,"13100,13101,13102",4.0,-1.0,14.0,complete,
n6_minus_n4,4,6,action_parse_skipped_inactive,3,"13100,13101,13102",72.0,-60.0,191.0,complete,
n6_minus_n4,4,6,environment_steps_completed,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n6_minus_n4,4,6,agent_turns_submitted,3,"13100,13101,13102",400.0,400.0,400.0,complete,
n6_minus_n4,4,6,alive_agent_turns,3,"13100,13101,13102",400.3333333333333,389.0,415.0,complete,
n6_minus_n4,4,6,actionable_agent_turns,3,"13100,13101,13102",328.0,209.0,460.0,complete,
n6_minus_n4,4,6,alive_turn_fraction,3,"13100,13101,13102",0.002361111111111147,-0.009166666666666656,0.018750000000000044,complete,
n6_minus_n4,4,6,actionable_turn_fraction,3,"13100,13101,13102",-0.040277777777777746,-0.14833333333333332,0.08416666666666672,complete,
n6_minus_n4,4,6,requested_environment_steps,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n6_minus_n4,4,6,step_completion_fraction,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n6_minus_n4,4,6,intentional_actionable_noops,3,"13100,13101,13102",17.0,3.0,32.0,complete,
n6_minus_n4,4,6,parse_fallback_noops,3,"13100,13101,13102",4.0,-1.0,14.0,complete,
n6_minus_n4,4,6,active_action_validation_fallback_noops,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n6_minus_n4,4,6,active_residual_effective_noops,3,"13100,13101,13102",0.0,0.0,0.0,complete,
n6_minus_n4,4,6,inactive_billed_turns,3,"13100,13101,13102",72.0,-60.0,191.0,complete,
n6_minus_n4,4,6,inactive_effective_noops,3,"13100,13101,13102",72.0,-60.0,191.0,complete,
n6_minus_n4,4,6,canonical_submitted_noops,3,"13100,13101,13102",93.0,-43.0,206.0,complete,
n6_minus_n4,4,6,effective_environment_noops,3,"13100,13101,13102",93.0,-43.0,206.0,complete,
n6_minus_n4,4,6,executed_noops,3,"13100,13101,13102",93.0,-43.0,206.0,complete,
n6_minus_n4,4,6,input_tokens,3,"13100,13101,13102",3224547.6666666665,2396129.0,4322551.0,complete,
n6_minus_n4,4,6,cached_input_tokens,3,"13100,13101,13102",700672.0,695296.0,706048.0,complete,
n6_minus_n4,4,6,uncached_input_tokens,3,"13100,13101,13102",2523875.6666666665,1700833.0,3616503.0,complete,
n6_minus_n4,4,6,input_cache_fraction,3,"13100,13101,13102",-0.020887712852665635,-0.04364804405106107,0.00428018485046644,complete,
n6_minus_n4,4,6,output_tokens,3,"13100,13101,13102",310095.3333333333,209063.0,411798.0,complete,
n6_minus_n4,4,6,reasoning_tokens,3,"13100,13101,13102",256951.0,164447.0,354350.0,complete,
n6_minus_n4,4,6,total_tokens,3,"13100,13101,13102",3534643.0,2605192.0,4631976.0,complete,
n6_minus_n4,4,6,model_call_count,3,"13100,13101,13102",400.0,400.0,400.0,complete,
n6_minus_n4,4,6,provider_request_count,3,"13100,13101,13102",399.6666666666667,399.0,400.0,complete,
n6_minus_n4,4,6,recovered_transport_retry_count,3,"13100,13101,13102",-0.3333333333333333,-1.0,0.0,complete,
n6_minus_n4,4,6,transport_error_count,3,"13100,13101,13102",-0.3333333333333333,-1.0,0.0,complete,
n6_minus_n4,4,6,summed_model_latency_seconds,3,"13100,13101,13102",2738.999073204895,1991.0893393445876,3157.709312699444,complete,
n6_minus_n4,4,6,input_tokens_per_submitted_turn,3,"13100,13101,13102",557.0681944444447,-154.11291666666693,1347.5250000000005,complete,
n6_minus_n4,4,6,input_tokens_per_actionable_turn,3,"13100,13101,13102",889.215251701495,726.5421989018732,1019.5531858125605,complete,
n6_minus_n4,4,6,total_tokens_per_submitted_turn,3,"13100,13101,13102",615.7900000000003,-172.91083333333336,1401.1204166666676,complete,
n6_minus_n4,4,6,total_tokens_per_actionable_turn,3,"13100,13101,13102",981.9446752844675,722.5997843472014,1118.2528156648305,complete,
n6_minus_n4,4,6,delivered_bytes,3,"13100,13101,13102",273426.3333333333,182831.0,334600.0,complete,
n6_minus_n4,4,6,delivered_bytes_per_submitted_turn,3,"13100,13101,13102",166.1148611111111,98.09291666666665,204.02083333333334,complete,
n6_minus_n4,4,6,delivered_bytes_per_actionable_turn,3,"13100,13101,13102",191.7491240976981,150.21679008256643,241.2249440248489,complete,
n6_minus_n4,4,6,episode_wall_seconds,3,"13100,13101,13102",865.3418615120269,505.0920965070254,1149.2958432840533,complete,
n6_minus_n4,4,6,mean_tick_wall_seconds,3,"13100,13101,13102",4.318802103206108,2.5250285140337656,5.723710898027929,complete,
